n,y_predict_mean,y_predict_std
100,1.071791286952251,0.33295722060518895
100,0.23727084912684943,0.33295555185278397
100,0.27993903436174106,0.33472969471548303
100,-0.7203945140185227,0.3289485600980248
100,-0.01244138668564039,0.33596514567658475
100,-0.9377705183083246,0.32848568238883913
100,0.7172014981929775,0.33341441562101953
100,0.672572854294103,0.3329131735847962
100,0.3717956870012398,0.5026980539233732
100,-0.2183579332957996,0.5082540007311334
100,-0.609903223224046,0.3288713966547697
100,-1.0726430752718275,0.3296944097225616
100,-0.8184932943206654,0.32821286565097163
100,-0.008035046010963833,0.3576373192226178
100,0.20567925931973147,0.4548906363219131
100,0.7363625212031627,0.34428504674761723
100,-0.22542079144404042,0.5520917846464383
100,-1.052970718169877,0.329377262269903
100,-0.7054096861665324,0.32818569762521393
100,0.7519053961208004,0.33303901487240567
100,0.2023850277058424,0.4536043787162976
100,0.5454201487139823,0.33736044389912895
100,0.12262458780699464,0.3352465504678806
100,1.0714485319964506,0.3330467666968834
100,0.4580355693990865,0.3382212418418136
100,0.006866864153599894,0.3639962738748569
100,0.6564190798679879,0.33474448412496216
100,-0.06385988258621794,0.3354020962863972
100,0.8888237876042092,0.42230179460719786
100,0.2038734426928726,0.3315899361445059
100,0.8926804435730766,0.3399405185180472
100,-0.5559600936153258,0.32903966455387923
100,-0.13431837330954996,0.3500833139780672
100,1.0602930442153689,0.3365321010869639
100,0.6706129549635335,0.332896421883109
100,0.6294581738217042,0.33254730314216135
100,1.0765260110924575,0.3323059814798125
100,0.890898346622688,0.4212984854242504
100,0.9570123498480457,0.33508061440992065
100,0.2625495820632427,0.33003551839713674
100,0.6140876414200542,0.5085759822706554
100,1.0775775581899723,0.3318628612850324
100,0.917184602883401,0.33487242622018754
100,1.1033315486892428,0.4913728391352632
100,0.07923574122206854,0.39836773344473664
100,-1.0408603010439395,0.32922285929471506
100,0.9991879613747873,0.36811519640550233
100,0.5151522353839304,0.5154640345951673
100,-0.9608783284347103,0.328591892260214
100,-1.0900983211698991,0.33011502111762614
100,0.2857482176780612,0.33495095792908414
100,0.8889886455981669,0.33946244273553194
100,0.31114921025607434,0.335844944597036
100,-0.04062443941458028,0.3356857109731309
100,-0.027556652750109344,0.33582525954404807
100,-0.18896817718106249,0.4161105295387753
100,-0.05533603322387802,0.3418864798112184
100,-0.6098534388182165,0.3282397727799877
100,0.8745264361993109,0.4254454172050444
100,-0.2283654987802423,0.5813991371247204
100,-0.22322444066924393,0.32866554487916205
100,-1.0982729239064286,0.33073705099186157
100,0.4185079979048698,0.5098029636711155
100,0.9740786260034413,0.5076456942409824
100,1.0607432942575323,0.333922543845831
100,0.6129298693461029,0.5087310925340356
100,0.9935088812822901,0.3656378985908561
100,-1.0937712524103391,0.33024845006631287
100,0.08814527337125863,0.402692233920379
100,0.8070960013733807,0.37092760517682616
100,1.0849492426345813,0.5335591267084691
100,0.40192091290554965,0.5076051199780647
100,1.0094068392939504,0.35973154736977486
100,-0.16989165359138247,0.3836628385002766
100,1.1031852940215243,0.4884254936905435
100,0.14499561346796766,0.3344277083165014
100,0.17030562854728395,0.3328903130101077
100,0.8573953703352417,0.3362403873147498
100,0.08328352718660247,0.3293206372134347
100,1.079780823378416,0.5365512345082214
100,-0.9204943270065302,0.33020797975640626
100,0.33378509216934643,0.3365314998866439
100,0.9443089391917433,0.3350240415978864
100,-0.9687788714978006,0.3286340787825112
100,0.2596937303648355,0.33391596523712314
100,0.17526425544498653,0.33248314446850347
100,-1.0847286964540825,0.3299604743550037
100,0.35151796474444913,0.49873222345765184
100,0.9206542189139238,0.3348936489589264
100,0.6756207177438356,0.49778427953758686
100,1.0237196834935964,0.5343450086223911
100,1.0903499194663195,0.44689073138868857
100,-1.0955740687291067,0.3308796240082022
100,-0.5039984260599336,0.32833510829769663
100,0.20228230795467178,0.33154297412795375
100,0.9488362336679648,0.391794763571376
100,1.0135334653342016,0.5301744437304512
100,-0.7702896557013795,0.3281838236538697
100,0.3585406476523667,0.5001659047011662
100,0.9911217426449018,0.3351523925725488
200,1.1525727013549947,0.3852362272258103
200,0.20188727719167648,0.32552505447647095
200,0.3038138873495393,0.3262145823986529
200,-0.7913785562010036,0.32349982706925773
200,-0.4793187112115977,0.3247061930994734
200,-0.9995758010086835,0.32332375018043863
200,0.7630541718449002,0.32322146812096514
200,0.46505456762581654,0.3559511044318604
200,0.575283684419537,0.32566290976598117
200,-0.19822955325872202,0.3391552658107203
200,-0.7425546070708454,0.32357325021067107
200,-1.0469222947546037,0.32276690731674473
200,-0.9364444382092328,0.3234424556076998
200,0.17448970543578995,0.3527248119387193
