module,optimize,make_model_option,predict_option,lengthscale_true,variance_true,noise_variance_true,n_train,n_test,t,MSE,MLL,time_make_model,time_predict,time_total,lengthscale,variance,noise_variance
gpflow_svgp,True,10,,3.0,2.0,0.2,100,1000,0,0.2076655280567942,-0.28684609597284444,2.106043815612793,0.15223455429077148,2.2582783699035645,2.4683510026080486,1.3158406252658112,0.20045109784732898
gpflow_svgp,True,10,,3.0,2.0,0.2,200,1000,0,0.21129544505448736,-0.2709290233546419,2.29657244682312,0.25594592094421387,2.552518367767334,3.1479735607447017,1.8830540553745259,0.2411316828533096
gpflow_svgp,True,10,,3.0,2.0,0.2,400,1000,0,0.20704139848111036,-0.2871118342067323,2.651174306869507,0.19239425659179688,2.8435685634613037,2.9544861413585743,1.7355597677504955,0.20925311402947983
gpflow_svgp,True,10,,3.0,2.0,0.2,800,1000,0,0.20426046879194915,-0.29397623736374784,2.9063961505889893,0.2129049301147461,3.1193010807037354,2.107798351533014,1.13010682536693,0.20558214707705907
gpflow_svgp,True,10,,3.0,2.0,0.2,1600,1000,0,0.18636361573498317,-0.33999324036319317,3.23431134223938,0.23430752754211426,3.468618869781494,1.9154296828234938,0.7947321104579536,0.18773220866920787
gpflow_svgp,True,10,,3.0,2.0,0.2,3200,1000,0,0.19724094588984653,-0.31146226384057285,3.5460855960845947,0.2572500705718994,3.803335666656494,2.3397882259287752,1.0472241001896736,0.1981228469340472
gpflow_svgp,True,10,,3.0,2.0,0.2,6400,1000,0,0.18153301485625994,-0.34979039936670325,3.797217845916748,0.29738831520080566,4.094606161117554,1.9345893260033311,0.9444809465998695,0.201376717489534
gpflow_svgp,True,10,,3.0,2.0,0.2,12800,1000,0,0.203134921977857,-0.29665847651732874,4.107901573181152,0.3006856441497803,4.408587217330933,2.082935411234555,0.8677346301505008,0.19779062037375122
gpflow_svgp,True,10,,3.0,2.0,0.2,25600,1000,0,0.20995357425882014,-0.27979152160039084,4.699591159820557,0.3273148536682129,5.0269060134887695,2.1097412339334367,1.5013661732243673,0.19967232922756872
gpflow_svgp,True,10,,3.0,2.0,0.2,51200,1000,0,0.19966988056989945,-0.30554288443950434,4.94259786605835,0.35625696182250977,5.298854827880859,1.832256142155225,1.294244185823854,0.19948753048184337
gpflow_svgp,True,10,,3.0,2.0,0.2,102400,1000,0,0.1996264093483474,-0.30556163925061003,5.645045280456543,0.5592331886291504,6.204278469085693,2.2191294121381544,0.6516909030267263,0.20030201682255208
