module,optimize,make_model_option,predict_option,n_train,n_test,t,SMSE,MSLL,time_make_model,time_predict,time_total
gpflow_basic,False,,,100,1000,0,0.4066300728559195,0.032946405055460044,0.10920023918151855,0.10920023918151855,0.2184004783630371
gpflow_basic,False,,,200,1000,0,0.33298512643878564,-0.05887863209473619,0.09360027313232422,0.171600341796875,0.2652006149291992
gpflow_basic,False,,,400,1000,0,0.27703151675768606,-0.1412482601158309,0.10920023918151855,0.15600013732910156,0.2652003765106201
gpflow_basic,False,,,800,1000,0,0.22303005576279183,-0.25302512500952473,0.12480020523071289,0.20280051231384277,0.32760071754455566
gpflow_basic,False,,,1600,1000,0,0.23266492065325997,-0.23092535740499653,0.12480020523071289,0.4836008548736572,0.6084010601043701
gpflow_basic,False,,,3200,1000,0,0.2102685527897197,-0.28031153595487024,0.14040017127990723,1.8252031803131104,1.9656033515930176
gpflow_basic,False,,,6400,1000,0,0.1991630330866733,-0.3067068704685636,0.15600013732910156,9.328816413879395,9.484816551208496
gpflow_basic,False,,,100,1000,1,0.505004429748722,0.14972559242064573,0.1716001033782959,0.15600037574768066,0.32760047912597656
gpflow_basic,False,,,200,1000,1,0.3080492986857993,-0.08459231048279511,0.18720030784606934,0.14040040969848633,0.32760071754455566
gpflow_basic,False,,,400,1000,1,0.26064969001285304,-0.17295633707886576,0.2652003765106201,0.171600341796875,0.4368007183074951
gpflow_basic,False,,,800,1000,1,0.2439768223462068,-0.20677476125086697,0.20280027389526367,0.24960041046142578,0.45240068435668945
gpflow_basic,False,,,1600,1000,1,0.22802362345744911,-0.2416982045667231,0.2184004783630371,0.514801025390625,0.7332015037536621
gpflow_basic,False,,,3200,1000,1,0.20052456287791484,-0.3019154484977911,0.23400068283081055,1.8720030784606934,2.106003761291504
gpflow_basic,False,,,6400,1000,1,0.21379167508813873,-0.2715570292318299,0.24960041046142578,9.42241644859314,9.672016859054565
gpflow_basic,False,,,100,1000,2,0.43615246395217844,0.07089134879490212,0.2652003765106201,0.18720054626464844,0.45240092277526855
gpflow_basic,False,,,200,1000,2,0.388337879742827,0.004293245126742371,0.28080058097839355,0.18720030784606934,0.4680008888244629
gpflow_basic,False,,,400,1000,2,0.26582734851697476,-0.17688444600487707,0.3120005130767822,0.20280051231384277,0.514801025390625
gpflow_basic,False,,,800,1000,2,0.21771266372330808,-0.25993979450237564,0.390000581741333,0.2964005470275879,0.6864011287689209
gpflow_basic,False,,,1600,1000,2,0.21231508203532745,-0.27581007914298483,0.3120005130767822,0.5616011619567871,0.8736016750335693
gpflow_basic,False,,,3200,1000,2,0.22403676445455226,-0.24867011107647494,0.32760071754455566,1.9188034534454346,2.2464041709899902
gpflow_basic,False,,,6400,1000,2,0.20974327282835753,-0.2800319383870289,0.3744008541107178,9.453616619110107,9.828017473220825
gpflow_basic,False,,,100,1000,3,0.41249081362143736,0.03613503471550411,0.35880041122436523,0.2184004783630371,0.5772008895874023
gpflow_basic,False,,,200,1000,3,0.34041663818579143,-0.05219919438739159,0.35880064964294434,0.2184004783630371,0.5772011280059814
gpflow_basic,False,,,400,1000,3,0.27819467269386705,-0.14041040542534253,0.37440061569213867,0.24960041046142578,0.6240010261535645
gpflow_basic,False,,,800,1000,3,0.2384221296184405,-0.21918891979002267,0.35880064964294434,0.40560078620910645,0.7644014358520508
gpflow_basic,False,,,1600,1000,3,0.23123007962585446,-0.23388365710901413,0.390000581741333,0.5928010940551758,0.9828016757965088
gpflow_basic,False,,,3200,1000,3,0.22030364301173236,-0.25575153419034796,0.4212007522583008,1.934403419494629,2.3556041717529297
gpflow_basic,False,,,6400,1000,3,0.20424984560919043,-0.2940806587004512,0.45240092277526855,9.531616687774658,9.984017610549927
gpflow_basic,False,,,100,1000,4,0.40192865985035797,0.03699984767839514,0.4680006504058838,0.24960064888000488,0.7176012992858887
gpflow_basic,False,,,200,1000,4,0.3540914961880461,-0.0302579633971508,0.4836008548736572,0.2652003765106201,0.7488012313842773
gpflow_basic,False,,,400,1000,4,0.28862980045275305,-0.12448749566111991,0.49920082092285156,0.2964005470275879,0.7956013679504395
gpflow_basic,False,,,800,1000,4,0.24850805955929164,-0.20122354758205285,0.49920082092285156,0.3744008541107178,0.8736016750335693
gpflow_basic,False,,,1600,1000,4,0.21569606524940674,-0.2690898282906719,0.5148007869720459,0.6552011966705322,1.1700019836425781
gpflow_basic,False,,,3200,1000,4,0.21159954382337717,-0.2752840739706475,0.5460007190704346,2.1216039657592773,2.667604684829712
gpflow_basic,False,,,6400,1000,4,0.20969140117466137,-0.28133315303965045,0.5772008895874023,9.594017028808594,10.171217918395996
gpflow_basic,False,,,100,1000,5,0.45144752594694604,0.07940951179119546,0.5772011280059814,0.2964003086090088,0.8736014366149902
gpflow_basic,False,,,200,1000,5,0.30234208645080984,-0.10282000924526455,0.5772011280059814,0.2964005470275879,0.8736016750335693
gpflow_basic,False,,,400,1000,5,0.26201662315311947,-0.17532660042912757,0.5928010940551758,0.32760047912597656,0.9204015731811523
gpflow_basic,False,,,800,1000,5,0.24747840590616552,-0.20127673100249854,0.6084010601043701,0.40560078620910645,1.0140018463134766
gpflow_basic,False,,,1600,1000,5,0.20781041736976782,-0.28326569000736507,0.6396012306213379,0.6864011287689209,1.3260023593902588
gpflow_basic,False,,,3200,1000,5,0.21871027619063232,-0.25957129357779013,0.6708014011383057,2.059203624725342,2.7300050258636475
gpflow_basic,False,,,6400,1000,5,0.1968322335163544,-0.31182911364802435,0.6708014011383057,9.625216722488403,10.296018123626709
