module,optimize,make_model_option,predict_option,n_train,n_test,t,SMSE,MSLL,time_make_model,time_predict,time_total
sklgp,False,,,100,1000,0,0.4066300728559194,0.03294640505545973,0.0,0.0,0.0
sklgp,False,,,200,1000,0,0.33298512643878525,-0.05887863209473703,0.0,0.015600204467773438,0.015600204467773438
sklgp,False,,,400,1000,0,0.2770315167576856,-0.14124826011583158,0.015599966049194336,0.031200170516967773,0.04680013656616211
sklgp,False,,,800,1000,0,0.2230300557627929,-0.2530251250095227,0.07800006866455078,0.18720030784606934,0.2652003765106201
sklgp,False,,,1600,1000,0,0.23266492065326067,-0.23092535740499562,0.32760047912597656,0.3900008201599121,0.7176012992858887
sklgp,False,,,3200,1000,0,0.2102685527897208,-0.28031153595486463,1.419602632522583,1.419602394104004,2.839205026626587
sklgp,False,,,6400,1000,0,0.19916303308667135,-0.3067068704685649,7.035612344741821,8.424014806747437,15.459627151489258
sklgp,False,,,100,1000,1,0.5050044297487213,0.14972559242064507,0.031199932098388672,0.015599966049194336,0.04679989814758301
sklgp,False,,,200,1000,1,0.3080492986857992,-0.0845923104827953,0.0,0.015599966049194336,0.015599966049194336
sklgp,False,,,400,1000,1,0.26064969001285326,-0.17295633707886565,0.015599966049194336,0.015599966049194336,0.031199932098388672
sklgp,False,,,800,1000,1,0.24397682234620646,-0.20677476125086666,0.07800030708312988,0.09360003471374512,0.171600341796875
sklgp,False,,,1600,1000,1,0.22802362345744837,-0.24169820456672586,0.32760071754455566,0.390000581741333,0.7176012992858887
sklgp,False,,,3200,1000,1,0.20052456287791376,-0.3019154484977935,1.4352025985717773,1.5600025653839111,2.9952051639556885
sklgp,False,,,6400,1000,1,0.21379167508813918,-0.27155702923182945,6.973212242126465,8.392814636230469,15.366026878356934
sklgp,False,,,100,1000,2,0.436152463952179,0.07089134879490273,0.031200170516967773,0.0,0.031200170516967773
sklgp,False,,,200,1000,2,0.3883378797428266,0.0042932451267418004,0.0,0.015599966049194336,0.015599966049194336
sklgp,False,,,400,1000,2,0.2658273485169749,-0.1768844460048775,0.015599966049194336,0.031200170516967773,0.04680013656616211
sklgp,False,,,800,1000,2,0.21771266372330828,-0.25993979450237453,0.062400102615356445,0.10920023918151855,0.171600341796875
sklgp,False,,,1600,1000,2,0.21231508203532717,-0.27581007914298483,0.32760047912597656,0.3900008201599121,0.7176012992858887
sklgp,False,,,3200,1000,2,0.22403676445455262,-0.24867011107647755,1.4508025646209717,1.4352025985717773,2.886005163192749
sklgp,False,,,6400,1000,2,0.20974327282835692,-0.2800319383870303,7.098012447357178,8.486414909362793,15.58442735671997
sklgp,False,,,100,1000,3,0.412490813621438,0.036135034715504874,0.031200170516967773,0.015599966049194336,0.04680013656616211
sklgp,False,,,200,1000,3,0.34041663818579054,-0.05219919438739305,0.0,0.015600204467773438,0.015600204467773438
sklgp,False,,,400,1000,3,0.2781946726938664,-0.14041040542534375,0.015599966049194336,0.031200170516967773,0.04680013656616211
sklgp,False,,,800,1000,3,0.2384221296184404,-0.21918891979002264,0.09360003471374512,0.09360027313232422,0.18720030784606934
sklgp,False,,,1600,1000,3,0.23123007962585457,-0.2338836571090136,0.32760071754455566,0.390000581741333,0.7176012992858887
sklgp,False,,,3200,1000,3,0.22030364301173216,-0.25575153419034824,1.4508025646209717,1.4508025646209717,2.9016051292419434
sklgp,False,,,6400,1000,3,0.2042498456091887,-0.2940806587004585,7.051212549209595,8.346014499664307,15.397227048873901
sklgp,False,,,100,1000,4,0.4019286598503588,0.036999847678396224,0.031200170516967773,0.0,0.031200170516967773
sklgp,False,,,200,1000,4,0.3540914961880454,-0.030257963397151536,0.015600204467773438,0.0,0.015600204467773438
sklgp,False,,,400,1000,4,0.28862980045275255,-0.12448749566112093,0.015599966049194336,0.031200170516967773,0.04680013656616211
sklgp,False,,,800,1000,4,0.24850805955929103,-0.20122354758205535,0.062400102615356445,0.09360027313232422,0.15600037574768066
sklgp,False,,,1600,1000,4,0.21569606524940718,-0.2690898282906709,0.32760071754455566,0.40560054779052734,0.733201265335083
sklgp,False,,,3200,1000,4,0.2115995438233787,-0.27528407397064486,1.4820024967193604,1.5132026672363281,2.9952051639556885
sklgp,False,,,6400,1000,4,0.20969140117465884,-0.28133315303965917,7.06681227684021,8.486414909362793,15.553227186203003
sklgp,False,,,100,1000,5,0.4514475259469466,0.07940951179119622,0.031199932098388672,0.0,0.031199932098388672
sklgp,False,,,200,1000,5,0.30234208645081034,-0.10282000924526344,0.0,0.015600204467773438,0.015600204467773438
sklgp,False,,,400,1000,5,0.26201662315312,-0.17532660042912682,0.015599966049194336,0.031200170516967773,0.04680013656616211
sklgp,False,,,800,1000,5,0.24747840590616496,-0.20127673100249885,0.07800006866455078,0.09360027313232422,0.171600341796875
sklgp,False,,,1600,1000,5,0.20781041736976846,-0.2832656900073638,0.3432004451751709,0.3900008201599121,0.733201265335083
sklgp,False,,,3200,1000,5,0.2187102761906313,-0.2595712935777927,1.4508025646209717,1.5600028038024902,3.010805368423462
sklgp,False,,,6400,1000,5,0.1968322335163562,-0.3118291136480193,7.129212379455566,8.486414909362793,15.61562728881836
sklgp,False,,,100,1000,6,0.4053060211909989,0.04171312598709915,0.031200170516967773,0.015599966049194336,0.04680013656616211
sklgp,False,,,200,1000,6,0.32812968547084065,-0.060910250167216066,0.0,0.015599966049194336,0.015599966049194336
sklgp,False,,,400,1000,6,0.271444131794562,-0.15049163923850023,0.015599966049194336,0.031200170516967773,0.04680013656616211
