module,optimize,make_model_option,predict_option,lengthscale_true,variance_true,noise_variance_true,n_train,n_test,t,MSE,MLL,time_make_model,time_predict,time_total,lengthscale,variance,noise_variance
gpflow_svgp,False,10,,3.0,2.0,0.2,100,1000,0,0.206880822304552,-0.2886030108982277,1.941286563873291,0.1503443717956543,2.0916309356689453,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,200,1000,0,0.20814548557158946,-0.28418226138871405,2.0059144496917725,0.17044401168823242,2.176358461380005,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,400,1000,0,0.20934828561105537,-0.28051212985315305,2.266721725463867,0.18644380569458008,2.4531655311584473,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,800,1000,0,0.20363146559705478,-0.29554253389583124,2.3910744190216064,0.2091531753540039,2.6002275943756104,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,1600,1000,0,0.18591801064876345,-0.3397622960109061,2.7079193592071533,0.23726534843444824,2.9451847076416016,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,3200,1000,0,0.19676516906672561,-0.31190225474846817,2.7157845497131348,0.24622774124145508,2.96201229095459,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,6400,1000,0,0.18216861682787738,-0.3489961593981977,3.1613521575927734,0.2716531753540039,3.4330053329467773,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,12800,1000,0,0.20435656957803602,-0.2937731666538376,3.169811487197876,0.28311681747436523,3.452928304672241,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,25600,1000,0,0.20995921573875523,-0.27982795601452565,3.608172655105591,0.30706262588500977,3.9152352809906006,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,51200,1000,0,0.19951702938485233,-0.305927706967474,3.76890230178833,0.335968017578125,4.104870319366455,3.0,2.0,0.2
gpflow_svgp,False,10,,3.0,2.0,0.2,102400,1000,0,0.19927724458969726,-0.30649745906478704,4.026108503341675,0.352647066116333,4.378755569458008,3.0,2.0,0.2
