module,optimize,n,make_model,predict,total
gpy_sgpr,True,100,0.39341044425964355,0.0,0.39341044425964355
gpy_sgpr,True,200,0.40841102600097656,0.0,0.40841102600097656
gpy_sgpr,True,400,0.57881760597229,0.0010001659393310547,0.5798177719116211
gpy_sgpr,True,800,0.8970296382904053,0.0,0.8970296382904053
gpy_sgpr,True,1600,2.5533182621002197,0.0010001659393310547,2.554318428039551
gpy_sgpr,True,3200,13.062613010406494,0.0,13.062613010406494
