module,optimize,make_model_option,predict_option,lengthscale_true,variance_true,noise_variance_true,n_train,n_test,t,MSE,MLL,time_make_model,time_predict,time_total,lengthscale,variance,noise_variance
gpml_msgp,False,1000,1000,3.0,2.0,0.2,100,1000,0,0.20779191486880721,-0.05908293946964245,1.5497207641601562e-05,4.436110019683838,4.4361255168914795,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,200,1000,0,0.2098003469541332,-0.0776740586469358,1.6927719116210938e-05,3.8916993141174316,3.891716241836548,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,400,1000,0,0.20699365083221008,-0.2727276536297973,1.8835067749023438e-05,3.8833627700805664,3.8833816051483154,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,800,1000,0,0.20319787033317727,-0.18070496919976098,1.7881393432617188e-05,3.9480693340301514,3.948087215423584,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,1600,1000,0,0.1867037417305459,-0.3252298660969277,1.6927719116210938e-05,3.8723948001861572,3.8724117279052734,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,3200,1000,0,0.19692203908673264,-0.2683263610869087,1.71661376953125e-05,4.114106893539429,4.114124059677124,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,6400,1000,0,0.18051587558661636,-0.19907085333021274,1.71661376953125e-05,3.9472997188568115,3.947316884994507,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,12800,1000,0,0.20214404690290122,-0.20300780459460183,1.7642974853515625e-05,4.281660318374634,4.281677961349487,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,25600,1000,0,0.20941882349244412,-0.18856469975123605,1.6689300537109375e-05,4.384461879730225,4.384478569030762,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,51200,1000,0,0.1992755008138265,-0.06427888586802492,1.71661376953125e-05,5.14514946937561,5.145166635513306,3.0,2.0,0.2
gpml_msgp,False,1000,1000,3.0,2.0,0.2,102400,1000,0,0.19851422884824385,-0.18576213110050258,1.8835067749023438e-05,6.868762016296387,6.868780851364136,3.0,2.0,0.2
