module,optimize,make_model_option,predict_option,lengthscale_true,variance_true,noise_variance_true,n_train,n_test,t,MSE,MLL,time_make_model,time_predict,time_total,lengthscale,variance,noise_variance
gpy_sgpr,True,100,,3.0,2.0,0.2,100,1000,0,0.1957042155971174,-0.31428846598270743,0.12300705909729004,0.00500035285949707,0.1280074119567871,2.637190658623812,2.508684535801285,0.17024650963817434
gpy_sgpr,True,100,,3.0,2.0,0.2,200,1000,0,0.1976474127063609,-0.30785586318578384,0.1370079517364502,0.004000186920166016,0.1410081386566162,2.638646026439849,1.5537485932365396,0.21510027703076048
gpy_sgpr,True,100,,3.0,2.0,0.2,400,1000,0,0.21412251660263748,-0.268637067311181,0.2560148239135742,0.005000114440917969,0.2610149383544922,2.8629909616948432,2.261187746619527,0.23122001771440992
gpy_sgpr,True,100,,3.0,2.0,0.2,800,1000,0,0.18568275708037868,-0.34138698935286244,0.6880395412445068,0.0060002803802490234,0.6940398216247559,3.934003825489489,4.861452354298083,0.1910785117525543
gpy_sgpr,True,100,,3.0,2.0,0.2,1600,1000,0,0.20624009980511515,-0.2893015822019066,1.6260929107666016,0.0060002803802490234,1.6320931911468506,3.4887030900447633,0.5512511402823906,0.20373796880381337
gpy_sgpr,True,100,,3.0,2.0,0.2,3200,1000,0,0.20311114189831292,-0.296203232329057,6.806389331817627,0.004000186920166016,6.810389518737793,2.8085892076669943,1.9230528990146425,0.1919084211248555
gpy_sgpr,True,100,,3.0,2.0,0.2,6400,1000,0,0.20491450344137596,-0.2923460011060023,28.09360694885254,0.0060002803802490234,28.099607229232788,3.505907350600751,5.243375748140586,0.19875373797636947
