module,optimize,n_train,n_test,t,SMSE,MSLL,time_make_model,time_predict,time_total
gpy_sgpr,False,100,2000,0,0.9130165477369453,0.4151278021273283,0.014000892639160156,0.0010001659393310547,0.015001058578491211
gpy_sgpr,False,100,2000,1,1.1135703533013608,0.5335043590688149,0.013000726699829102,0.0009999275207519531,0.014000654220581055
gpy_sgpr,False,100,2000,2,0.9824563717717838,0.5189100976041385,0.013000726699829102,0.002000093460083008,0.01500082015991211
gpy_sgpr,False,100,2000,3,0.969582546732717,0.464372618445803,0.013000726699829102,0.0010001659393310547,0.014000892639160156
gpy_sgpr,False,100,2000,4,0.7570189993612695,0.33550879105066406,0.013000726699829102,0.0010001659393310547,0.014000892639160156
gpy_sgpr,False,100,2000,5,0.527989193029187,0.2151119468296034,0.013000965118408203,0.0009999275207519531,0.014000892639160156
gpy_sgpr,False,100,2000,6,0.6461905123530125,0.276427731939348,0.013000726699829102,0.0010001659393310547,0.014000892639160156
gpy_sgpr,False,100,2000,7,1.0803987113416862,0.5323838111419186,0.014000654220581055,0.0010001659393310547,0.01500082015991211
gpy_sgpr,False,100,2000,8,0.8897917486463963,0.43203446268274603,0.013000726699829102,0.0010001659393310547,0.014000892639160156
gpy_sgpr,False,100,2000,9,0.6396003921117892,0.29199294156183453,0.013000726699829102,0.0009999275207519531,0.014000654220581055
gpy_sgpr,False,200,2000,0,0.7181316313270403,0.3473530065590134,0.013000965118408203,0.0009999275207519531,0.014000892639160156
gpy_sgpr,False,200,2000,1,0.6099093657105515,0.26592743076472536,0.014000654220581055,0.0010001659393310547,0.01500082015991211
gpy_sgpr,False,200,2000,2,0.9437964806004975,0.48093194973544257,0.013000726699829102,0.0009999275207519531,0.014000654220581055
gpy_sgpr,False,200,2000,3,0.9932932541911108,0.4992414957671267,0.016000986099243164,0.0010001659393310547,0.01700115203857422
gpy_sgpr,False,200,2000,4,0.7754363924249292,0.3452270010369087,0.044002532958984375,0.0009999275207519531,0.04500246047973633
gpy_sgpr,False,200,2000,5,0.7545664590115084,0.32946179434078127,0.013000726699829102,0.0010001659393310547,0.014000892639160156
gpy_sgpr,False,200,2000,6,0.609112174711373,0.2556567692656626,0.03500199317932129,0.0010001659393310547,0.036002159118652344
gpy_sgpr,False,200,2000,7,0.710534547269168,0.3248649972370832,0.014000892639160156,0.0010001659393310547,0.015001058578491211
gpy_sgpr,False,200,2000,8,0.7876549377407289,0.38265270767839066,0.013000726699829102,0.0009999275207519531,0.014000654220581055
gpy_sgpr,False,200,2000,9,0.9494792148060478,0.4559799602841573,0.013000726699829102,0.0009999275207519531,0.014000654220581055
gpy_sgpr,False,400,2000,0,0.9616002950615654,0.47365260547662913,0.03000164031982422,0.0010001659393310547,0.031001806259155273
gpy_sgpr,False,400,2000,1,0.6953042760151031,0.3204670077594502,0.017000913619995117,0.0009999275207519531,0.01800084114074707
gpy_sgpr,False,400,2000,2,0.6843299596618938,0.31341786482314754,0.01800084114074707,0.0010001659393310547,0.019001007080078125
gpy_sgpr,False,400,2000,3,0.8574773535741952,0.4092729319891992,0.019001245498657227,0.002000093460083008,0.021001338958740234
gpy_sgpr,False,400,2000,4,0.7387511326524284,0.3364551156141582,0.017000913619995117,0.0010001659393310547,0.018001079559326172
gpy_sgpr,False,400,2000,5,0.6664103274757173,0.2875493287876534,0.06600379943847656,0.0010001659393310547,0.06700396537780762
gpy_sgpr,False,400,2000,6,0.6883948797654277,0.3048823932118871,0.017000913619995117,0.0010001659393310547,0.018001079559326172
gpy_sgpr,False,400,2000,7,0.5800610271898108,0.25656233581226773,0.01700115203857422,0.0010001659393310547,0.018001317977905273
gpy_sgpr,False,400,2000,8,0.6761877612263586,0.30791230016250626,0.017000913619995117,0.0010001659393310547,0.018001079559326172
gpy_sgpr,False,400,2000,9,0.7665503967012085,0.3424689114958301,0.017000913619995117,0.0010001659393310547,0.018001079559326172
gpy_sgpr,False,800,2000,0,0.772095648037028,0.34085048251276623,0.06100344657897949,0.0010001659393310547,0.06200361251831055
gpy_sgpr,False,800,2000,1,0.7253708127335592,0.34534553110834554,0.03200197219848633,0.0009999275207519531,0.03300189971923828
gpy_sgpr,False,800,2000,2,0.6762492559414738,0.30205453242538444,0.034002065658569336,0.0009999275207519531,0.03500199317932129
gpy_sgpr,False,800,2000,3,0.7254579065364659,0.30969536169227196,0.04300236701965332,0.0010001659393310547,0.044002532958984375
gpy_sgpr,False,800,2000,4,0.5636682366922439,0.23612969622449248,0.03300189971923828,0.0010001659393310547,0.034002065658569336
gpy_sgpr,False,800,2000,5,0.6633428722716918,0.28949001241520556,0.03200173377990723,0.0010001659393310547,0.03300189971923828
gpy_sgpr,False,800,2000,6,0.549352651258055,0.23493857960935544,0.03200197219848633,0.0009999275207519531,0.03300189971923828
gpy_sgpr,False,800,2000,7,0.9998040467764797,0.4886219697610831,0.03200173377990723,0.0010001659393310547,0.03300189971923828
gpy_sgpr,False,800,2000,8,0.6245933836914732,0.2827808294636111,0.03300189971923828,0.0010001659393310547,0.034002065658569336
gpy_sgpr,False,800,2000,9,0.8027024835119273,0.3678697092228799,0.03200173377990723,0.0010001659393310547,0.03300189971923828
