module,optimize,n,make_model,predict,total
gpflow_fitc,True,100,1.084643840789795,0.1616041660308838,1.2462480068206787
gpflow_fitc,True,200,1.5804696083068848,0.16960453987121582,1.7500741481781006
gpflow_fitc,True,400,1.0498270988464355,0.18180346488952637,1.231630563735962
gpflow_fitc,True,800,1.3352444171905518,0.2362074851989746,1.5714519023895264
gpflow_fitc,True,1600,1.6744792461395264,0.23001313209533691,1.9044923782348633
gpflow_fitc,True,3200,2.1186599731445312,0.3184061050415039,2.437066078186035
