module,optimize,make_model_option,predict_option,lengthscale_true,variance_true,noise_variance_true,n_train,n_test,t,MSE,MLL,time_make_model,time_predict,time_total,lengthscale,variance,noise_variance
gpflow_fitc,False,10,,3.0,2.0,0.2,100,1000,0,0.20668477349541833,-0.28409933168942975,0.7931740283966064,0.1882929801940918,0.9814670085906982,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,200,1000,0,0.2097779977134457,-0.2777447943411229,0.817033052444458,0.20460152626037598,1.021634578704834,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,400,1000,0,0.20781676463224136,-0.2872211498503087,0.8038763999938965,0.29672884941101074,1.1006052494049072,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,800,1000,0,0.2035910989530351,-0.2947948205438302,1.0293867588043213,0.22618341445922852,1.2555701732635498,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,1600,1000,0,0.1865038154054443,-0.3380996433908164,1.8421101570129395,0.24356651306152344,2.085676670074463,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,3200,1000,0,0.19681614364710345,-0.31201158419815134,1.821084976196289,0.2613680362701416,2.0824530124664307,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,6400,1000,0,0.1807670351336882,-0.3520886209361656,2.4515626430511475,0.27968502044677734,2.731247663497925,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,12800,1000,0,0.20219004872347,-0.29913319532382926,1.8114149570465088,0.29128599166870117,2.10270094871521,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,25600,1000,0,0.20946274404981313,-0.28090878121159096,2.940293073654175,0.3102710247039795,3.2505640983581543,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,51200,1000,0,0.19927518366156852,-0.30653233002263797,2.3256497383117676,0.3561422824859619,2.6817920207977295,3.0,2.0,0.2
gpflow_fitc,False,10,,3.0,2.0,0.2,102400,1000,0,0.19848766731118428,-0.30789485282055307,6.780613422393799,0.3689696788787842,7.149583101272583,3.0,2.0,0.2
