module,optimize,n,make_model,predict,total
gpflow_fitc,False,100,0.14480137825012207,0.15140509605407715,0.2962064743041992
gpflow_fitc,False,200,0.19980454444885254,0.16120314598083496,0.3610076904296875
gpflow_fitc,False,400,0.17400574684143066,0.17180728912353516,0.3458130359649658
gpflow_fitc,False,800,0.19140291213989258,0.1680011749267578,0.3594040870666504
gpflow_fitc,False,1600,0.21860718727111816,0.17780327796936035,0.3964104652404785
gpflow_fitc,False,3200,0.23380637168884277,0.2180039882659912,0.451810359954834
